Pair you food with the excellent beers on tap or their well priced wine list.;beers on tap;positive
Pair you food with the excellent beers on tap or their well priced wine list.;wine list;positive
Pair you food with the excellent beers on tap or their well priced wine list.;priced;positive
We had a party in their private room and they made it truly memorable and were very helpful in the planning.;private room;neutral
Raga stands out with an interesting fusion of French and Indian cooking.;fusion of French and Indian cooking;positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.;staff;positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.;manager;positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.;menu selections;positive
From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.;beginning appetizers;positive
From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.;scallops;positive
From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.;chocolate souffle with rasberry mint sorbet;positive
From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.;taste;positive
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.;food;neutral
The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!;staff;positive
The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!;food;positive
The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!;atmosphere;positive
A cool bar with great food, and tons of excellent beer.;bar;positive
A cool bar with great food, and tons of excellent beer.;food;positive
A cool bar with great food, and tons of excellent beer.;beer;positive
The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!;spicy tuna roll;positive
The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!;rock shrimp tempura;positive
The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!;appetizer;positive
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!;service;positive
Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!;sake list;positive
Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!;Purple Haze;conflict
Good, dark atmosphere and the music is a nice touch.;atmosphere;positive
Good, dark atmosphere and the music is a nice touch.;music;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;food;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;spinach and corn dumplings;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;service;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;bathroom;positive
Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.;massamman curry;positive
An excellent service;service;positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.;lunch menu;positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.;appetizer;positive
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.;entree;positive
The bill is approximately $25 for 2 at lunch without drinks.;bill;neutral
The bill is approximately $25 for 2 at lunch without drinks.;lunch;neutral
The bill is approximately $25 for 2 at lunch without drinks.;drinks;neutral
I had the Pad Thai and the noodles were sticky.;Pad Thai;negative
I had the Pad Thai and the noodles were sticky.;noodles;negative
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.;Waitstaff;positive
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.;swordfish;positive
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.;meal;positive
I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.;lamb chop;positive
I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.;salads;positive
I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.;lemon;positive
I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.;extra virgnin olive oil;positive
Emilio, the owner, is often sitting in the front table greeting guests as they come and go.;owner;positive
Not worth the prices.;prices;negative
The makhani was OK --the korma was bland.;makhani;neutral
The makhani was OK --the korma was bland.;korma;negative
The best thing I tasted were the lambchops.;lambchops;positive
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.;taste;negative
You can even get packages of the chutneys to stock your fridge!;chutneys;positive
They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!;place;negative
Service was also horrible and the ambience is not that great.;Service;negative
Service was also horrible and the ambience is not that great.;ambience;negative
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;service;positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;decor;positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;food;positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.;portions;positive
Their coffee is quite good too!;coffee;positive
The prices and ambience are especially great considering it's in the West Village.;prices;positive
The prices and ambience are especially great considering it's in the West Village.;ambience;positive
I recommend their Pad See Ew, Pork Chops or Tofu plates.;Pad See Ew;positive
I recommend their Pad See Ew, Pork Chops or Tofu plates.;Pork Chops;positive
I recommend their Pad See Ew, Pork Chops or Tofu plates.;Tofu plates;positive
The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.;service;negative
The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.;staff;negative
When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.;dish;neutral
A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.;manager;negative
A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.;gentleman;negative
A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.;table;neutral
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.;customer service;negative
The food always tastes fresh and served promptly.;food;positive
The food always tastes fresh and served promptly.;served;positive
The prices are about $9 for an entree for dinner and even less for lunch.;prices;positive
The prices are about $9 for an entree for dinner and even less for lunch.;entree;positive
The prices are about $9 for an entree for dinner and even less for lunch.;dinner;neutral
The prices are about $9 for an entree for dinner and even less for lunch.;lunch;positive
This is a great Thai restaurant with a very friendly staff.;staff;positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;food;conflict
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;food;positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;price;positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;food;positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;food;neutral
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.;food;negative
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.;service;positive
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.;place;negative
The white bean brushetta to start was incredible and the pasta was phenomenal.;white bean brushetta;positive
The white bean brushetta to start was incredible and the pasta was phenomenal.;pasta;positive
If your favorite Chinese food is General Tao chicken, then this is NOT your place.;General Tao chicken;negative
If your favorite Chinese food is General Tao chicken, then this is NOT your place.;Chinese food;neutral
Ballato's is consistently delicious authentic italian food.;italian food;positive
i recommend the thai popcorn :);thai popcorn;positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).;Prix Fixe menu;positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).;quantity;positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).;quality;positive
Excellent atmosphere, delicious dishes good and friendly service.;atmosphere;positive
Excellent atmosphere, delicious dishes good and friendly service.;dishes;positive
Excellent atmosphere, delicious dishes good and friendly service.;service;positive
The wine list is also really nice.;wine list;positive
We always have a delicious meal and always leave feeling satisfied.;meal;positive
The portions are large and the servers always surprise us with a different starter.;portions;positive
The portions are large and the servers always surprise us with a different starter.;servers;positive
The portions are large and the servers always surprise us with a different starter.;starter;positive
Go to Volare for 1st class service and terrific food.;service;positive
Go to Volare for 1st class service and terrific food.;food;positive
I love and I know gourmet food by excellence!;gourmet food;positive
The service was excellent and the food was delicious.;service;positive
The service was excellent and the food was delicious.;food;positive
The only thing more wonderful than the food (which is exceptional) is the service.;food;positive
The only thing more wonderful than the food (which is exceptional) is the service.;service;positive
While the staff at this little bistro is very friendly, I have never experienced more incompetency.;staff;positive
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;table;negative
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;served;negative
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;dishes;negative
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;table;negative
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;served;negative
Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.;bill;negative
There are a few Italian employees who may not speak the best English but for me that adds to the experience.;employees;conflict
The people that work there are always so friendly you forget you are in New York sometimes.;people;positive
The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.;service;conflict
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;prices;positive
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;atmosphere;positive
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;service;positive
I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.;wine list;positive
We were worried we would have trouble getting in, but somehow managed to have a short wait.;wait;positive
We have been to this place many times, and always have great food, wine, and service.;food;positive
We have been to this place many times, and always have great food, wine, and service.;wine;positive
We have been to this place many times, and always have great food, wine, and service.;service;positive
When we sat, we got great and fast service.;service;positive
As always we had a great glass of wine while we waited.;glass of wine;positive
The sauces used are also not that exciting.;sauces;negative
The fish is fresh but the variety of fish is nothing out of ordinary.;fish;positive
The fish is fresh but the variety of fish is nothing out of ordinary.;variety of fish;negative
Knowledge of the chef and the waitress are below average.;chef;negative
Knowledge of the chef and the waitress are below average.;waitress;negative
The food now is inconsistent.;food;negative
This restaurant used to be our regular Thursday night dinner location.;dinner location;neutral
During the course of the past 3 months, the chef and staff changed and it was not for the better.;chef;negative
During the course of the past 3 months, the chef and staff changed and it was not for the better.;staff;negative
The sushi is average and the prices are anything but.;sushi;neutral
The sushi is average and the prices are anything but.;prices;neutral
Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!;check;negative
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.;service;negative
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.;table;negative
The price very reasonable.;price;positive
The pizza was pretty good and huge.;pizza;positive
Located at the end of a magnificent block.;Located;positive
I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!;dumplings;positive
Get your food to go, find a bench, and kick back with a plate of dumplings.;food;neutral
Get your food to go, find a bench, and kick back with a plate of dumplings.;plate of dumplings;positive
Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.;place;conflict
At 5 dumplings for $1, you just cannot go wrong.;dumplings;positive
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.;taste;positive
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.;quantity;positive
The only fallback on this restaurant is the prices.;prices;negative
Moules were excellent, lobster ravioli was VERY salty!;Moules;positive
Moules were excellent, lobster ravioli was VERY salty!;lobster ravioli;negative
Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).;Price;positive
Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).;Quality;positive
The well mannered, pleasant staff that Tony has in his employ.;staff;positive
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.;bar scene;positive
Great atmoshere and worth every bit.;atmoshere;positive
The owners and employees are friendly and their pizza is fantastic.;owners;positive
The owners and employees are friendly and their pizza is fantastic.;employees;positive
The owners and employees are friendly and their pizza is fantastic.;pizza;positive
The view is spectacular, and the food is great.;view;positive
The view is spectacular, and the food is great.;food;positive
And really large portions.;portions;positive
Our food was great too!;food;positive
Saul is pretty good, but definitely not great.;Saul;neutral
So some of the reviews here are accurate about the crowd and noise.;crowd;negative
So some of the reviews here are accurate about the crowd and noise.;noise;negative
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!;neighborhood;positive
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!;food;positive
I think the stuff was better than Disney.;stuff;positive
Our family never expected such incredible entertainment in a restaurant.;entertainment;positive
Bagels are ok, but be sure not to make any special requests!;Bagels;neutral
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.;food;positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.;service;positive
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.;atmosphere;positive
The menu is limited but almost all of the dishes are excellent.;menu;negative
The menu is limited but almost all of the dishes are excellent.;dishes;positive
If you go for the pre-theatre menu, it's an even greater deal.;pre-theatre menu;positive
This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.;money;negative
This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.;indian food;neutral
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.;hanger steak;negative
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.;tuna;negative
I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.;sea urchin;positive
I found it on a cold night, the perfect spot to warm up.;spot;positive
I recieved prompt service with a smile.;service;positive
We took advanatage of the half price sushi deal on saturday so it was well worth it.;half price sushi deal;positive
The rice to fish ration was also good--they didn't try to overpack the rice.;rice to fish ration;positive
The rice to fish ration was also good--they didn't try to overpack the rice.;rice;positive
A touch more jalapeno heat for contrast and it would have been very good indeed.;jalapeno;positive
The service was the only thing good about this restaurant.;service;positive
It is also extremely well priced.;priced;positive
Its a go-to for dates as well as entertaining out of town guests.;entertaining;positive
The food there are sastifying.;food;positive
My fish was delicious in an incredible curry sauce.;fish;positive
My fish was delicious in an incredible curry sauce.;curry sauce;positive
kalbi and nebbiolo do work together.;kalbi;neutral
kalbi and nebbiolo do work together.;nebbiolo;neutral
The food was boring and expensive.;food;negative
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.;pasta dishes;positive
word of advice, save room for pasta dishes and never leave until you've had the tiramisu.;tiramisu;positive
We were a group of 8 and well seved.;seved;positive
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.;sushi;neutral
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.;sushi bar;neutral
i would just ask for no oil next time.;oil;negative
Try the lobster teriyaki and the rose special roll.;lobster teriyaki;positive
Try the lobster teriyaki and the rose special roll.;rose special roll;positive
All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.;sushi;positive
The sake menu should not be overlooked!;sake menu;positive
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;chef;neutral
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;assortment of fish;neutral
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;Fatty Yellow Tail;neutral
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;Boton Shrimp;neutral
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;Sea Eel;neutral
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;Sea Urchin;neutral
Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.;Blue Fin Torro (Fatty Tuna);neutral
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.;delivery guys;negative
less wait time for me!;wait time;positive
All conveniently delivered right to the door.;delivered;positive
Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.;pesto pizza;positive
Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.;house salad;positive
Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.;bottle of wine;positive
Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.;meal;positive
Personal pans are the perfect size for those hungry nights.;Personal pans;positive
The food is great.;food;positive
I've never had bad service and the fish is fresh and delicious.;service;positive
I've never had bad service and the fish is fresh and delicious.;fish;positive
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.;food;positive
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.;salt;negative
Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.;Spider Roll;conflict
Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.;price;positive
Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.;shell crab;positive
The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.;cuisine;neutral
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.;menu;positive
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.;fried chicken;neutral
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.;pork chop;neutral
The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.;noodle dishes;neutral
If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!;food;positive
If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!;wait building;negative
Their sushi, Kamikaze and other Rolls are fresh and well presented.;sushi;positive
Their sushi, Kamikaze and other Rolls are fresh and well presented.;Kamikaze;positive
Their sushi, Kamikaze and other Rolls are fresh and well presented.;Rolls;positive
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.;menu;neutral
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.;drinks;positive
Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.;prices;positive
The menu choices are similar but the taste lacked more flavor than it looked.;taste;negative
The menu choices are similar but the taste lacked more flavor than it looked.;menu choices;neutral
The menu choices are similar but the taste lacked more flavor than it looked.;flavor;negative
It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...;design;positive
It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...;drinks;positive
It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...;food;positive
It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...;bar;neutral
The bagels are also reasonably priced for NYC.;bagels;positive
The bagels are also reasonably priced for NYC.;priced;positive
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.;staff;positive
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.;bar;neutral
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.;drinks;neutral
The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.;menu;neutral
I love the atmorphere @ peep!;atmorphere;positive
And the staff is also young, energeic and hot!!!!;staff;positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.;Crab Croquette apt;negative
The prices were fantastic.;prices;positive
We had the pot-stickers which were great and a tempura dish that was great.;pot-stickers;positive
We had the pot-stickers which were great and a tempura dish that was great.;tempura dis;positive
My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.;portions;negative
My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.;portion;positive
My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.;main cours;negative
The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.;seating;negative
Service was prompt, friendly and great.;Service;positive
The waitress was very patient with us and the food is phenomenal!;waitress;positive
The waitress was very patient with us and the food is phenomenal!;food;positive
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.;decor;positive
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.;dining hall;positive
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.;semi-private boths;positive
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.;Food;conflict
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.;raw vegatables;negative
Bill a little high, but worth it.;Bill;conflict
The menu has lots of options: I hope to go back to try those potato pancakes.;menu;positive
The menu has lots of options: I hope to go back to try those potato pancakes.;potato pancakes;positive
Lunch came with pickels and slaw, no extra charge.;Lunch;positive
Lunch came with pickels and slaw, no extra charge.;pickels and slaw;neutral
Overall A oh ya even though there is waiting it is deff worth it;waiting;negative
I am happy i did the food was awsome.;food;positive
and yes Dal Bukhara is so dam good and so are all the kababs.;kababs;positive
and yes Dal Bukhara is so dam good and so are all the kababs.;Dal Bukhara;positive
But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.;bacon;negative
But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.;platter;negative
But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.;in sandwiches;negative
But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.;frying;negative
